country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category,lat,lon
Romania,Targu Lapus,67,2,1,1,42,1,0,1,67,2,47.4535458,23.8646852
Romania,Targu Mures,64,2,1,1,37,1,1,1,64,2,46.5446253,24.561196
Brazil,Taruma,33,1,1,1,13,1,1,1,33,1,-22.7474736,-50.5783374
Bangladesh,Rangpur,58,2,2,1,44,1,1,1,58,2,25.7569808,89.241459
United States of America,Redford,51,2,1,1,30,1,8,1,51,2,29.4521157,-104.1930128
France,Reims,49,1,1,1,26,1,3,1,49,1,49.2577886,4.031926
Italy,Rho,99,2,1,1,37,1,4,1,99,2,45.528878,9.04156
Philippines,Rizal,84,2,1,1,31,1,1,1,84,2,8.5267245,123.5515406
Belgium,Roeselare,43,1,1,1,31,1,3,1,43,1,50.9444948,3.124765
France,Somain,50,1,1,1,23,1,5,1,50,1,50.3589237,3.2810972
Russia,Sovetskaya,47,1,1,1,39,1,0,1,47,1,55.3215361,62.6438486
Russia,Staromyshastovskaya,34,1,1,1,34,1,1,1,34,1,45.3419471,39.0729692
Germany,Steinbach,52,2,1,1,26,1,3,1,52,2,50.0436913,7.5939062
China,Suining,146,3,4,1,141,3,5,1,146,3,30.5061493,105.574542
India,Sunel,162,4,1,1,41,1,0,1,162,4,24.371921,75.9581189
Japan,Imari,47,1,1,1,47,1,0,1,35,1,33.2644557,129.8808439
Serbia,Indija,83,2,2,1,40,1,4,1,83,2,45.0478559,20.0807338
Brazil,Inhambupe,23,1,0,1,14,1,1,1,23,1,-11.7921718,-38.3596957
Kyrgyzstan,Isfana,104,3,1,1,41,1,0,1,104,3,39.8384418,69.5253831
Italy,Isola Del Liri,42,1,1,1,42,1,1,1,39,1,41.6792485,13.5730766
Paraguay,Ita,111,3,3,1,5,1,4,1,111,3,-25.5074747,-57.3631906
Brazil,Itanhaem,150,4,4,1,0,1,19,1,150,4,-24.1848847,-46.7921572
United Republic of Tanzania,Itigi,22,1,0,1,16,1,0,1,22,1,-5.7022934,34.4985823
Japan,Ito,46,1,1,1,46,1,0,1,28,1,34.926734,139.087685
Italy,Ivrea,87,2,1,1,39,1,2,1,87,2,45.4673791,7.874797
Japan,Izumo,44,1,1,1,44,1,0,1,35,1,35.3668891,132.7548827
Brazil,Jaboticabal,50,1,1,1,11,1,2,1,50,1,-21.252037,-48.325223
Mexico,Jacona,52,2,1,1,5,1,4,1,52,2,19.9509404,-102.3075032
India,Jamkhed,131,3,0,1,26,1,1,1,131,3,20.2767805,77.0863116
United Kingdom of Great Britain and Northern Ireland,Hindley,33,1,1,1,30,1,3,1,33,1,53.5335298,-2.5778214
Japan,Hiroshima,50,1,1,1,48,1,3,1,50,1,34.3917241,132.4517589
Uganda,Hoima,59,2,2,1,17,1,0,1,59,2,1.430976,31.352512
United States of America,Honolulu,30,1,0,1,26,1,0,1,30,1,21.304547,-157.855676
China,Hsintien,159,4,3,1,159,4,1,1,118,3,24.9876000,121.5615000
United States of America,Huntington Park,127,3,4,1,6,1,46,1,127,3,33.9805731,-118.2252073
India,Husainabad,188,4,2,1,101,3,1,1,188,4,12.9590867,77.60378090386553
Brazil,Ibirama,66,2,2,1,2,1,6,1,66,2,-27.0537021,-49.5190771
Ukraine,Ichnya,50,1,1,1,35,1,0,1,50,1,50.86258,32.39425
Niger,Illela,32,1,1,1,23,1,1,1,32,1,14.4590368,5.2455312
Nigeria,Ilorin,108,3,3,1,26,1,1,1,108,3,8.4963657,4.5480484
Turkey,Bismil,76,2,1,1,27,1,3,1,76,2,37.8481232,40.6634404
Brazil,Boa Esperanca,38,1,1,1,8,1,2,1,38,1,-24.2411024,-52.7860277
France,Bobigny,30,1,1,1,28,1,2,1,30,1,48.906387,2.4452231
Burkina Faso,Bobo Dioulasso,34,1,1,1,13,1,0,1,34,1,11.1765796,-4.2961436
Netherlands,Bodegraven,35,1,0,1,35,1,1,1,27,1,52.0834347,4.7510872
Turkey,Bolu,39,1,1,1,39,1,0,1,7,1,40.7332953,31.6110479
Italy,Borgosesia,65,2,1,1,20,1,5,1,65,2,45.7166676,8.2768572
France,Bourg Les Valence,27,1,1,1,26,1,1,1,27,1,44.9528222,4.8953847
Canada,Brantford,58,2,1,1,34,1,7,1,58,2,43.1408157,-80.2631733
Belgium,Bree,30,1,0,1,26,1,3,1,30,1,51.1417984,5.5985009
China,Buhe,136,3,3,1,136,3,1,1,94,2,30.287567,112.229788
Kenya,Bungoma,144,3,6,1,34,1,3,1,144,3,0.5705402,34.5603258
Germany,Burgthann,41,1,1,1,26,1,2,1,41,1,49.3570358,11.3169596
India,Burhanpur,133,3,0,1,30,1,0,1,133,3,21.3118839,76.2291992
Germany,Buttelborn,29,1,0,1,29,1,2,1,27,1,49.9189,8.5337
Brazil,Cachoeira Do Sul,23,1,0,1,23,1,0,1,12,1,-30.0482234,-52.8901686
Brazil,Cacule,22,1,0,1,9,1,1,1,22,1,-14.4990734,-42.2233006
Brazil,Cambe,25,1,1,1,10,1,1,1,25,1,-23.2782035,-51.2779583
Italy,Campi Bisenzio,37,1,1,1,37,1,2,1,25,1,43.8216342,11.1366776
Paraguay,Capiata,36,1,1,1,19,1,1,1,36,1,-25.3548171,-57.4427315
Mexico,Casimiro Castillo,29,1,1,1,10,1,2,1,29,1,19.6106623,-104.45385787487328
Italy,Casoria,53,2,1,1,53,2,1,1,37,1,40.9045572,14.2901223
Italy,Castelfidardo,50,1,1,1,50,1,1,1,28,1,43.464574,13.5467001
Portugal,Castelo Branco,23,1,1,1,23,1,1,1,21,1,39.8266322,-7.4919318
Venezuela (Bolivarian Republic of),Caucaguita,141,3,1,1,12,1,8,1,141,3,10.483598,-66.735336
Venezuela (Bolivarian Republic of),Chacao,139,3,1,1,13,1,7,1,139,3,10.4930309,-66.8545356
Thailand,Chaiya,59,2,1,1,23,1,0,1,59,2,9.3858077,99.1964728
Pakistan,Chak Jhumra,204,5,4,1,204,5,3,1,188,4,31.5706658,73.1838035
Germany,Cham,50,1,1,1,26,1,3,1,50,1,49.2178194,12.6663832
India,Chamrajnagar,65,2,0,1,22,1,0,1,65,2,11.9269937,76.9424311
Italy,Acerra,52,2,1,1,52,2,1,1,36,1,40.9460532,14.3750083
Russia,Achinsk,37,1,1,1,37,1,0,1,27,1,56.2694846,90.4953964
Brazil,Afonso Claudio,36,1,1,1,9,1,2,1,36,1,-20.0744817,-41.1251335
Colombia,Agustin Codazzi,57,2,2,1,6,1,3,1,57,2,10.0374894,-73.2387011
Ghana,Akropong,110,3,3,1,14,1,2,1,110,3,5.9705603,-0.0891667
Turkey,Alaca,40,1,1,1,40,1,0,1,14,1,40.1690118,34.8414772
Spain,Albacete,40,1,1,1,27,1,1,1,40,1,38.9950921,-1.8559154
Italy,Alfonsine,42,1,1,1,38,1,3,1,42,1,44.5053847,12.0411805
United States of America,Alhambra,87,2,2,1,21,1,28,1,87,2,34.093042,-118.12706
Sweden,Alingsas,38,1,1,1,38,1,2,1,29,1,57.9299658,12.5329678
India,Alot,162,4,1,1,39,1,0,1,162,4,23.7633306,75.5564824
Madagascar,Ambatolampy,21,1,0,1,21,1,0,1,21,1,-19.3858258,47.4271559
Brazil,America Dourada,15,1,0,1,14,1,0,1,15,1,-11.4515262,-41.4357517
India,Amla,145,3,0,1,35,1,0,1,145,3,20.880631100000002,77.45147833666442
Togo,Aneho,91,2,2,1,22,1,1,1,91,2,6.2288772,1.5938066
Austria,Ansfelden,55,2,1,1,33,1,1,1,55,2,48.2090744,14.2892608
Iran (Islamic Republic of),Arak,78,2,1,1,46,1,0,1,78,2,-1.298765,36.764629
Turkey,Ardahan,39,1,0,1,35,1,0,1,39,1,41.1102966,42.7035585
France,Arras,35,1,1,1,25,1,2,1,35,1,50.291048,2.7772211
India,Ayodhya,228,5,4,1,111,3,4,1,228,5,26.7990707,82.2052321
Thailand,Ayutthaya,50,1,0,1,27,1,0,1,50,1,14.3535427,100.5645684
Germany,Bad Oeynhausen,34,1,0,1,29,1,1,1,34,1,52.2014399,8.7981244
Germany,Bad Vilbel,28,1,0,1,28,1,2,1,27,1,50.19339,8.74918
Indonesia,Bae,80,2,2,1,69,2,1,1,80,2,-6.7693177,110.8541163
Philippines,Baganga,52,2,1,1,17,1,0,1,52,2,7.5748266,126.5616958
India,Balaghat,154,4,1,1,39,1,0,1,154,4,21.8133417,80.1916685
United Kingdom of Great Britain and Northern Ireland,Ballymena,26,1,1,1,26,1,4,1,26,1,54.8662966,-6.2760159
Peru,Bambamarca,17,1,0,1,5,1,1,1,17,1,-6.68221,-78.5201491
Benin,Banikoara,30,1,2,1,12,1,0,1,30,1,11.3004241,2.4370752
United Kingdom of Great Britain and Northern Ireland,Basildon,27,1,1,1,22,1,7,1,27,1,51.5754602,0.4757363
India,Batala,113,3,4,1,111,3,4,1,113,3,31.8193025,75.1999941
,Dana Point,37,1,1,1,22,1,9,1,37,1,33.4669721,-117.6981075
Romania,Darabani,65,2,1,1,42,1,0,1,65,2,48.186634,26.5968263
Netherlands,De Bilt,34,1,0,1,34,1,1,1,26,1,52.1445592,5.173777333788463
United States of America,Deer Park,58,2,1,1,24,1,15,1,58,2,40.7617653,-73.3292858
Romania,Deva,70,2,1,1,25,1,4,1,70,2,45.8817402,22.9008611
India,Dhanaura,500,6,3,1,143,3,4,1,428,6,28.9599536,78.2573582
Brazil,Diamantina,26,1,0,1,6,1,2,1,26,1,-18.2440862,-43.6006487
United States of America,Dickson,78,2,1,1,28,1,3,1,78,2,36.0766534,-87.3870096
Philippines,Digos,60,2,1,1,20,1,0,1,60,2,6.7443797,125.3556265
Burkina Faso,Djibo,61,2,1,1,17,1,3,1,61,2,14.1023225,-1.6318243
Brazil,Dom Pedrito,25,1,0,1,25,1,0,1,6,1,-30.983755,-54.6746483
France,Domont,30,1,1,1,28,1,2,1,30,1,49.0285536,2.3278097
France,Beauvais,30,1,0,1,28,1,1,1,30,1,49.4300997,2.0823355
Belgium,Beerse,30,1,0,1,30,1,2,1,30,1,51.313529599999995,4.83753463479851
China,Beibei,166,4,10,1,90,2,22,1,166,4,29.8073862,106.3922433
Benin,Bembereke,42,1,2,1,15,1,0,1,42,1,10.2242175,2.6675063
China,Benxi,105,3,3,1,91,2,2,1,105,3,41.2921601,123.7593948
Netherlands,Bergen Op Zoom,33,1,0,1,33,1,2,1,27,1,51.4944756,4.2871541
Israel,Bet Shemesh,78,2,1,1,44,1,5,1,78,2,31.746214,34.9886825
United Kingdom of Great Britain and Northern Ireland,Beverley,39,1,1,1,20,1,7,1,39,1,53.8425488,-0.4315677
India,Bhadra,500,6,1,1,40,1,0,1,500,6,29.1012943,75.1675355
India,Bhainsdehi,128,3,0,1,35,1,0,1,128,3,21.9122553,77.9559811
Poland,Bielsko Biala,83,2,2,1,22,1,7,1,83,2,49.822118,19.0448936
India,Channarayapatna,48,1,0,1,22,1,0,1,48,1,13.2455918,77.797084
United States of America,Cheektowaga,38,1,1,1,38,1,3,1,37,1,42.9033917,-78.7547536
United States of America,Chesterton,66,2,2,1,19,1,16,1,66,2,41.6105938,-87.0641992
Guatemala,Chinautla,73,2,2,1,15,1,6,1,73,2,14.7029187,-90.5000643
Japan,Chino,43,1,1,1,43,1,0,1,15,1,35.98562,138.157854
United States of America,Choctaw,54,2,1,1,35,1,2,1,54,2,35.4975654,-97.2689263
Italy,Cinisi,48,1,1,1,48,1,1,1,25,1,38.1549428,13.1098412
Indonesia,Cisarua,144,3,3,1,144,3,1,1,115,3,-6.70841215,106.96227504141362
France,Clamart,31,1,1,1,28,1,2,1,31,1,48.8003835,2.2630238
,Don Sak,63,2,1,1,23,1,0,1,63,2,9.3131091,99.6873516
United States of America,Colesville,54,2,1,1,31,1,6,1,54,2,42.1677533,-75.6863326
Chile,Collipulli,45,1,1,1,9,1,6,1,45,1,-37.9566312,-72.4374375
United States of America,Columbia,54,2,1,1,31,1,6,1,54,2,34.0003117,-81.0331309
Italy,Comacchio,47,1,1,1,37,1,3,1,47,1,44.696379,12.180427
Brazil,Conceicao Do Coite,34,1,0,1,12,1,1,1,34,1,-11.5629384,-39.2839543
Romania,Corabia,67,2,1,1,37,1,2,1,67,2,43.7747612,24.5015439
Ireland,Cork,27,1,1,1,27,1,1,1,13,1,51.897077,-8.4654674
Italy,Corridonia,47,1,1,1,47,1,2,1,37,1,43.2484575,13.509212
Poland,Czarnkow,32,1,1,1,29,1,1,1,32,1,52.9050335,16.5639572
Ethiopia,Dabat,79,2,1,1,16,1,1,1,79,2,12.98417,37.7650000
India,Dabwali,500,6,1,1,43,1,1,1,481,6,29.9486566,74.7372809
United States of America,Westport,59,2,1,1,24,1,13,1,59,2,41.1414855,-73.3578955
United States of America,Wichita,59,2,1,1,25,1,5,1,59,2,37.6922361,-97.3375448
Germany,Wildberg,40,1,1,1,25,1,3,1,40,1,53.6530029,13.1232854
Indonesia,Wonogiri,51,2,1,1,28,1,0,1,51,2,-6.9386743,109.4876945
Germany,Wunsiedel,41,1,0,1,27,1,2,1,41,1,50.0373241,12.0027278
Belgium,Wuustwezel,34,1,0,1,29,1,3,1,34,1,51.3920166,4.5990942
United States of America,Wylie,60,2,1,1,24,1,4,1,60,2,33.0151561,-96.5388038
China,Xinzhou,163,4,4,1,163,4,4,1,106,3,38.4139173,112.730463
Syrian Arab Republic,Yabrud,86,2,1,1,43,1,1,1,86,2,33.9665336,36.6609885
India,Yadgir,82,2,0,1,27,1,0,1,82,2,16.7446491,77.1297018
Russia,Yaya,51,2,1,1,34,1,0,1,51,2,56.2020084,86.4485361
Russia,Yelizavetinskaya,48,1,1,1,39,1,4,1,48,1,47.141026,39.473179
Canada,Yorkton,25,1,1,1,22,1,1,1,25,1,51.212045,-102.461243
Japan,Yoshida,42,1,1,1,42,1,0,1,33,1,34.7737836,138.2605609
United States of America,Yucaipa,57,2,2,1,16,1,12,1,57,2,34.033625,-117.0430865
China,Yuyao,166,4,3,1,166,4,2,1,108,3,30.0403094,121.1500882
Mexico,Zaachila,75,2,2,1,6,1,8,1,75,2,15.975833,-95.53
Mexico,Zapotlanejo,56,2,1,1,10,1,4,1,56,2,20.6214366,-103.0668511
Netherlands,Zelhem,30,1,0,1,30,1,1,1,26,1,52.0068482,6.3500598
Kazakhstan,Zhezkazgan,39,1,1,1,39,1,0,1,22,1,47.78333,67.76667
Slovakia,Zilina,57,2,1,1,32,1,2,1,57,2,49.2234674,18.7393139
Slovakia,Zlate Moravce,57,2,1,1,30,1,2,1,57,2,48.3833333,18.4
India,Zunheboto,35,1,1,1,14,1,0,1,35,1,26.0150293,94.5288731
Russia,Zvenigorod,31,1,1,1,31,1,4,1,29,1,55.7293613,36.8585382
Germany,Syke,32,1,0,1,29,1,1,1,32,1,52.9131332,8.8198737
Hungary,Szekesfehervar,76,2,1,1,31,1,4,1,76,2,47.1910169,18.410811
Philippines,Tagbina,52,2,1,1,20,1,0,1,52,2,8.4573568,126.1590719
Iran (Islamic Republic of),Takestan,46,1,1,1,38,1,0,1,46,1,36.0696,49.6959
Romania,Targu Ocna,65,2,1,1,43,1,0,1,65,2,46.2797588,26.609355
India,Tattayyangarpettai,74,2,1,1,30,1,0,1,74,2,11.12417,78.44916
Mexico,Tempoal,75,2,2,1,19,1,4,1,75,2,21.519584,-98.3883516
Mexico,Tequixquitla,101,3,2,1,13,1,6,1,101,3,19.08293,-98.2552707
Thailand,Tha Rua,51,2,0,1,28,1,0,1,51,2,18.803902700000002,99.0597779362574
Myanmar,Thanatpin,59,2,0,1,23,1,0,1,59,2,17.2932802,96.5786126
Pakistan,Thul,170,4,1,1,58,2,1,1,170,4,28.2365315,68.7761587
Republic of Moldova,Tighina,57,2,1,1,38,1,0,1,57,2,46.8218177,29.4819196
India,Tikri,500,6,3,1,47,1,9,1,500,6,29.2295642,77.3529768
India,Tirupati,84,2,0,1,30,1,0,1,84,2,13.6316368,79.4231711
Brazil,Vigia,29,1,1,1,14,1,1,1,29,1,-0.8546027,-48.1432873
Italy,Villa Literno,49,1,1,1,49,1,1,1,34,1,41.0096944,14.0743065
France,Villiers Le Bel,30,1,1,1,28,1,2,1,30,1,49.0074999,2.3880847
Viet Nam,Vinh Long,98,2,1,1,43,1,1,1,98,2,10.2544281,105.9669665
India,Virar,151,4,1,1,25,1,1,1,151,4,19.4497996,72.8120613
India,Viravanallur,47,1,0,1,27,1,0,1,47,1,8.6849635,77.512316
United Republic of Tanzania,Vwawa,21,1,0,1,15,1,0,1,21,1,-9.1139548,32.9429463
Pakistan,Warah,168,4,1,1,52,2,1,1,168,4,27.4487748,67.7986935
Belgium,Waremme,36,1,1,1,24,1,4,1,36,1,50.6976875,5.2546191
India,Warora,151,4,1,1,38,1,0,1,151,4,20.2342965,79.0027504
United States of America,Warrensburg,69,2,1,1,32,1,5,1,69,2,38.7624373,-93.7409596
United States of America,Warrensville Heights,40,1,1,1,40,1,3,1,39,1,41.43535,-81.514824
India,Warud,146,3,1,1,35,1,0,1,146,3,21.47376715,78.25698982574781
Japan,Watari,45,1,1,1,45,1,0,1,20,1,38.0443607,140.8678916
United States of America,Watertown,61,2,2,1,22,1,8,1,61,2,43.9747838,-75.9107565
United States of America,Webster Groves,83,2,2,1,19,1,13,1,83,2,38.592339,-90.3564329
China,Tongliao,112,3,3,1,112,3,1,1,99,2,43.6165326,122.2601837
Germany,Tonisvorst,28,1,0,1,26,1,2,1,28,1,51.3167,6.45
Australia,Toowoomba,22,1,0,1,22,1,0,1,7,1,-27.5610193,151.953351
Côte d'Ivoire,Toumodi,72,2,2,1,12,1,0,1,72,2,6.5602173,-5.0160877
,Tsukumi,54,2,1,1,54,2,1,1,38,1,33.0722942,131.861347
Brazil,Tucano,20,1,0,1,14,1,0,1,20,1,-10.963517,-38.785957
France,Tulle,30,1,1,1,25,1,2,1,30,1,45.2678347,1.7706797
United States of America,Tulsa,54,2,1,1,25,1,5,1,54,2,36.1563122,-95.9927516
Thailand,Udon Thani,54,2,0,1,25,1,0,1,54,2,17.4082448,102.7868105
Japan,Uozu,41,1,1,1,41,1,0,1,25,1,36.8170731,137.4182725
Venezuela (Bolivarian Republic of),Upata,42,1,0,1,15,1,0,1,42,1,8.3603901,-62.591646
Russia,Urussu,30,1,1,1,30,1,1,1,14,1,54.5993324,53.4663259
Netherlands,Utrecht,31,1,0,1,31,1,2,1,28,1,52.0907006,5.1215634
Republic of North Macedonia,Valandovo,33,1,1,1,32,1,2,1,33,1,41.3173419,22.5619765
Portugal,Valbom,33,1,1,1,23,1,4,1,33,1,41.1362281,-8.5613183
Finland,Valkeakoski,30,1,1,1,30,1,2,1,10,1,61.2637921,24.0301278
Mexico,Valtierrilla,62,2,1,1,10,1,6,1,62,2,20.5324077,-101.1277011
India,Vandavasi,65,2,1,1,33,1,0,1,65,2,12.5056013,79.6049607
Italy,Vetralla,47,1,1,1,47,1,1,1,41,1,42.3205336,12.0575
Italy,Viadana,64,2,1,1,29,1,7,1,64,2,44.9267857,10.520223
Mexico,Oluta,76,2,3,1,11,1,5,1,76,2,17.9290604,-94.8957777
Mexico,Ometepec,62,2,2,1,9,1,6,1,62,2,16.6859286,-98.4046212
Japan,Omihachiman,40,1,1,1,40,1,2,1,34,1,35.1527915,136.0687365
Italy,Osimo,45,1,1,1,45,1,0,1,33,1,43.4861359,13.4824068
Ukraine,Ovruch,34,1,1,1,26,1,0,1,34,1,51.3259771,28.8026718
Mexico,Oxkutzcab,36,1,1,1,22,1,0,1,36,1,20.3044838,-89.4166801
Italy,Paderno Dugnano,33,1,1,1,33,1,2,1,23,1,45.5718756,9.1691935
India,Pakala,84,2,0,1,33,1,0,1,84,2,13.4490487,79.1148903
United States of America,Palos Hills,78,2,2,1,13,1,27,1,78,2,41.6966397,-87.816924
Bangladesh,Panchagarh,170,4,2,1,72,2,1,1,170,4,26.3318585,88.555945
Romania,Ramnicu Valcea,51,2,1,1,40,1,0,1,51,2,45.1031731,24.3647209
Iran (Islamic Republic of),Ramsar,59,2,1,1,39,1,0,1,59,2,25.726639,70.872407
India,Rangia,106,3,2,1,47,1,1,1,106,3,26.4444441,91.6172816
India,Rani,161,4,0,1,36,1,0,1,161,4,27.9649554,95.313006
United States of America,Redan,99,2,3,1,3,1,28,1,99,2,33.7558824,-84.1655302
Germany,Rehlingen Siersburg,28,1,1,1,28,1,3,1,27,1,49.3671651,6.6792048
United Kingdom of Great Britain and Northern Ireland,Rhondda,74,2,0,1,32,1,0,1,74,2,51.65896,-3.44885
Portugal,Rio Maior,39,1,0,1,29,1,1,1,39,1,39.3365387,-8.9364098
Brazil,Rio Negrinho,41,1,1,1,10,1,5,1,41,1,-26.259075,-49.517746
United States of America,Rockland,67,2,1,1,45,1,5,1,67,2,41.9453663,-74.9129403
Germany,Rodenbach,35,1,1,1,35,1,1,1,30,1,50.1428787,9.0406519
United States of America,Romeoville,75,2,2,1,8,1,27,1,75,2,41.6475306,-88.0895061
Spain,Priego De Cordoba,31,1,1,1,31,1,1,1,21,1,37.4384292,-4.1980422
India,Pulivendla,120,3,0,1,30,1,0,1,120,3,14.40737325,78.19656268524467
United Republic of Tanzania,Puma,30,1,0,1,16,1,0,1,30,1,-5.00341,34.758296
India,Purwa,304,6,1,1,48,1,1,1,268,5,26.4591497,80.7735013
Azerbaijan,Qaracuxur,55,2,1,1,39,1,0,1,55,2,40.3988273,49.9794018
Iran (Islamic Republic of),Qarchak,157,4,2,1,157,4,3,1,135,3,35.42867,51.57544
China,Qingdao,232,5,21,1,16,1,28,1,232,5,36.0637967,120.3192081
Dominican Republic,Quisqueya,100,3,1,1,18,1,4,1,100,3,18.5550355,-69.4060738
Democratic Republic of the Congo,Goma,129,3,2,1,24,1,1,1,129,3,-1.6665685,29.225652
France,Gonesse,71,2,2,1,28,1,5,1,71,2,48.9863555,2.4500537
Indonesia,Gorontalo,25,1,0,1,15,1,0,1,25,1,0.5384433,123.0594971
Brazil,Gramado,28,1,1,1,16,1,2,1,28,1,-29.3792858,-50.8737019
Spain,Granadilla De Abona,21,1,0,1,21,1,1,1,10,1,28.1221408,-16.5766728
Switzerland,Grenchen,59,2,1,1,31,1,1,1,59,2,47.1911495,7.3967199
Germany,Grunberg,75,2,2,1,33,1,7,1,75,2,50.5913238,8.9603407
Spain,Guadalajara,59,2,1,1,27,1,2,1,59,2,40.6326979,-3.1646067
Mexico,Guaymas,48,1,1,1,22,1,1,1,48,1,27.9216441,-110.8994059
Russia,Gubkinskiy,32,1,1,1,32,1,0,1,28,1,64.4340000,76.50261
Uganda,Gulu,74,2,1,1,19,1,0,1,74,2,2.770239,32.3044273
India,Gumla,156,4,2,1,73,2,0,1,156,4,23.0426077,84.5422286
India,Hajipur,148,3,3,1,87,2,2,1,148,3,25.6905702,85.2090351
,Hamina,35,1,1,1,35,1,0,1,18,1,60.5688901,27.1881877
United States of America,Hamptons At Boca Raton,99,2,2,1,15,1,13,1,99,2,26.380723,-80.18737956780703
United States of America,Harper Woods,84,2,2,1,19,1,18,1,84,2,42.4333367,-82.9238847
China,Heishan,73,2,2,1,73,2,1,1,47,1,35.5076763,104.2972531
Germany,Heppenheim,68,2,1,1,38,1,3,1,68,2,49.6408048,8.6372164
Japan,Ina,50,1,1,1,39,1,0,1,50,1,35.830452,137.954916
Mozambique,Inhambane,38,1,1,1,24,1,0,1,38,1,-23.865961,35.384363
United States of America,Inver Grove Heights,53,2,1,1,32,1,4,1,53,2,44.8479039,-93.0428119
United Kingdom of Great Britain and Northern Ireland,Inverness,23,1,1,1,23,1,1,1,18,1,57.4790124,-4.225739
Tajikistan,Isfara,138,3,1,1,63,2,0,1,138,3,40.123264,70.6134164
Brazil,Itapetinga,35,1,1,1,6,1,2,1,35,1,-15.2454478,-40.2460053
United States of America,Jamestown,77,2,2,1,8,1,9,1,77,2,46.910544,-98.708436
Colombia,Jamundi,69,2,2,1,3,1,6,1,69,2,3.2618357,-76.5407975
India,Jangipur,84,2,2,1,43,1,3,1,84,2,24.4561534,88.1073968
India,Jasidih,95,2,2,1,62,2,1,1,95,2,24.5137863,86.6457528
United States of America,Jersey City,70,2,2,1,20,1,18,1,70,2,40.7215682,-74.047455
Uganda,Jinja,78,2,2,1,30,1,0,1,78,2,0.4353036,33.2055568
China,Jinji,51,2,2,1,29,1,3,1,51,2,30.4776664,107.7299749
China,Jinzhou,74,2,2,1,74,2,1,1,68,2,41.1087113,121.1186159
Brazil,Joao Monlevade,89,2,3,1,0,1,6,1,89,2,-19.809444,-43.173334
Lithuania,Joniskis,39,1,1,1,39,1,0,1,29,1,56.2412052,23.6151344
El Salvador,Jucuapa,104,3,3,1,5,1,17,1,104,3,13.5139331,-88.3846805
Brazil,Jundiai,70,2,2,1,4,1,6,1,70,2,-23.1887668,-46.884506
India,Kabrai,164,4,3,1,164,4,0,1,164,4,25.4015677,80.0035135
Portugal,Povoa De Varzim,28,1,1,1,28,1,3,1,18,1,41.3794188,-8.7598689
United States of America,Poway,61,2,2,1,12,1,17,1,61,2,32.9628234,-117.035864
Brazil,Prado,19,1,0,1,19,1,0,1,17,1,-17.3432883,-39.2187741
United States of America,Prescott,50,1,1,1,13,1,5,1,50,1,34.539984,-112.468812
Poland,Prudnik,78,2,1,1,37,1,3,1,78,2,50.3217212,17.5801041
,Puerto Plata,131,3,1,1,18,1,2,1,131,3,19.7893977,-70.6940515
Indonesia,Purbalingga,66,2,1,1,44,1,1,1,66,2,-7.3895937,109.3630117
Tunisia,Qibili,103,3,1,1,44,1,0,1,103,3,33.70439,8.96903
Israel,Qiryat Atta,98,2,3,1,40,1,11,1,98,2,32.8115853,35.1163747
Guatemala,Quetzaltenango,76,2,2,1,7,1,8,1,76,2,14.8464612,-91.5194208
Brazil,Quirinopolis,25,1,1,1,4,1,0,1,25,1,-18.4471859,-50.4546981
India,Rahatgarh,174,4,1,1,48,1,0,1,174,4,23.7896536,78.3977995
Italy,Rosarno,55,2,1,1,42,1,1,1,55,2,38.4872833,15.9764948
Spain,Rota,26,1,0,1,26,1,2,1,14,1,36.6228636,-6.3599595
Italy,Rovigo,73,2,1,1,42,1,2,1,73,2,45.0698166,11.78882
United States of America,Royal Palm Beach,114,3,3,1,14,1,13,1,114,3,26.7050822,-80.2279519
Colombia,Sabanalarga,106,3,2,1,12,1,7,1,106,3,10.6307159,-74.9209378
Panama,Sabanitas,69,2,1,1,22,1,4,1,69,2,9.3468997,-79.8033588
Saudi Arabia,Safwah,167,4,1,1,122,3,0,1,167,4,23.1345959,42.2832752
France,Saint Etienne Du Rouvray,66,2,1,1,30,1,3,1,66,2,49.3831,1.09163
France,Saint Mande,72,2,2,1,27,1,6,1,72,2,48.8432434,2.4159739
,Ramsgate,40,1,1,1,40,1,1,1,10,1,37.5340363,-77.5991557
India,Rangapara,74,2,2,1,48,1,0,1,74,2,26.8177808,92.6862372
United States of America,Raymore,50,1,1,1,33,1,7,1,50,1,38.810131,-94.4676501
United States of America,Red Bank,72,2,2,1,17,1,16,1,72,2,40.3470543,-74.0643065
Burkina Faso,Reo,49,1,1,1,18,1,0,1,49,1,12.3186862,-2.4696282
India,Repalle,55,2,1,1,42,1,0,1,55,2,16.0192816,80.8314567
United States of America,Rexburg,41,1,1,1,21,1,3,1,41,1,43.8235163,-111.787022
Germany,Rheinbach,58,2,1,1,34,1,3,1,58,2,50.6256808,6.9491436
,Rianxo,25,1,1,1,22,1,3,1,25,1,42.6488711,-8.8173676
Bolivia (Plurinational State of),Riberalta,35,1,1,1,3,1,0,1,35,1,-11.011531049999999,-66.05558670491354
Mexico,Rincon De Tamayo,45,1,1,1,27,1,2,1,45,1,20.4234552,-100.7550686
