country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
India,Salon,303,6,1,1,48,1,0,1,260,5
Brazil,Salvador,30,1,0,1,16,1,1,1,30,1
India,Sambhar,193,4,0,1,38,1,0,1,193,4
Turkey,Samsun,36,1,1,1,36,1,0,1,30,1
Indonesia,Prabumulih,49,1,1,1,30,1,0,1,49,1
Brazil,Presidente Prudente,32,1,1,1,14,1,1,1,32,1
United States of America,Prichard,28,1,1,1,22,1,4,1,28,1
Canada,Prince George,21,1,1,1,21,1,1,1,13,1
Indonesia,Pringsewu,63,2,2,1,40,1,0,1,63,2
Peru,Pucallpa,30,1,1,1,1,1,0,1,30,1
Spain,Puertollano,32,1,1,1,30,1,1,1,32,1
Mexico,Purepero,48,1,1,1,5,1,4,1,48,1
Israel,Qiryat Gat,80,2,1,1,62,2,4,1,80,2
Chile,Quillota,182,4,14,1,1,1,23,1,182,4
India,Rafiganj,356,6,1,1,60,2,0,1,284,5
United States of America,Rahway,62,2,1,1,44,1,5,1,62,2
Bangladesh,Rajshahi,191,4,2,1,133,3,2,1,191,4
India,Rajur,150,4,1,1,41,1,0,1,150,4
Thailand,Phrai Bung,53,2,0,1,27,1,0,1,53,2
India,Phulpur,226,5,1,1,48,1,1,1,226,5
Brazil,Picos,16,1,0,1,12,1,0,1,16,1
Finland,Pietarsaari,34,1,1,1,34,1,1,1,17,1
Germany,Pirmasens,30,1,1,1,27,1,2,1,30,1
United States of America,Plum,55,2,2,1,26,1,12,1,55,2
Benin,Pobe,73,2,1,1,20,1,1,1,73,2
Italy,Policoro,46,1,1,1,46,1,0,1,14,1
Sierra Leone,Port Loko,48,1,1,1,16,1,0,1,48,1
Haiti,Port De Paix,103,3,1,1,25,1,1,1,103,3
Portugal,Porto Salvo,46,1,0,1,30,1,2,1,46,1
United States of America,Poughkeepsie,43,1,1,1,43,1,2,1,39,1
United States of America,Randallstown,52,2,1,1,44,1,4,1,52,2
India,Rania,500,6,1,1,40,1,0,1,464,6
Thailand,Ranong,36,1,0,1,16,1,0,1,36,1
Germany,Rathenow,39,1,0,1,39,1,0,1,23,1
Russia,Reutov,58,2,1,1,25,1,9,1,58,2
Brazil,Ribeira Do Pombal,24,1,0,1,7,1,1,1,24,1
Brazil,Ribeirao Bonito,52,2,1,1,4,1,3,1,52,2
United States of America,Richardson,56,2,1,1,21,1,6,1,56,2
United States of America,Richmond,76,2,2,1,15,1,17,1,76,2
Brazil,Rio Bonito,95,2,3,1,23,1,8,1,95,2
Peru,Rioja,25,1,1,1,3,1,0,1,25,1
France,Riom,40,1,1,1,30,1,1,1,40,1
Lebanon,Riyaq,78,2,1,1,46,1,1,1,78,2
Italy,Rocca Priora,47,1,1,1,47,1,2,1,27,1
France,Rodez,42,1,1,1,31,1,1,1,42,1
Brazil,Rolandia,39,1,1,1,14,1,2,1,39,1
France,Romans Sur Isere,37,1,1,1,30,1,1,1,37,1
Philippines,Romblon,50,1,1,1,23,1,0,1,50,1
India,Dalmau,190,4,2,1,98,2,1,1,190,4
United States of America,Daly City,62,2,1,1,18,1,13,1,62,2
India,Damnagar,152,4,0,1,29,1,0,1,152,4
Thailand,Dan Khun Thot,56,2,1,1,31,1,0,1,56,2
China,Dancheng,145,3,2,1,145,3,3,1,82,2
India,Dankaur,292,5,3,1,136,3,3,1,292,5
United Republic of Tanzania,Dareda,20,1,0,1,14,1,0,1,20,1
India,Dattapur,153,4,0,1,29,1,0,1,153,4
Brazil,Delmiro Gouveia,25,1,0,1,9,1,1,1,25,1
Uruguay,Delta Del Tigre,38,1,1,1,19,1,2,1,38,1
India,Delvada,158,4,0,1,25,1,0,1,158,4
Russia,Desnogorsk,34,1,1,1,34,1,0,1,10,1
Turkey,Develi,46,1,1,1,29,1,0,1,46,1
India,Dewa,173,4,3,1,159,4,1,1,173,4
Turkey,Dinar,44,1,1,1,33,1,0,1,44,1
Ukraine,Dniprorudne,39,1,1,1,39,1,0,1,12,1
Benin,Dogbo,101,3,3,1,18,1,2,1,101,3
Russia,Donskoye,37,1,1,1,37,1,0,1,30,1
United States of America,Dumas,60,2,1,1,22,1,3,1,60,2
United Republic of Tanzania,Dunda,23,1,0,1,17,1,0,1,23,1
United States of America,Dyersburg,93,2,1,1,24,1,5,1,93,2
United States of America,Eatontown,28,1,1,1,28,1,8,1,25,1
Mexico,Ebano,91,2,2,1,22,1,3,1,91,2
United States of America,El Campo,39,1,1,1,22,1,1,1,39,1
Mexico,El Pueblito,66,2,1,1,10,1,5,1,66,2
Bolivia (Plurinational State of),El Torno,6,1,0,1,5,1,0,1,6,1
United States of America,Ellicott City,44,1,1,1,27,1,10,1,44,1
Pakistan,Eminabad,153,4,3,1,153,4,1,1,152,4
Japan,Ena,42,1,1,1,42,1,0,1,12,1
Italy,Giussano,62,2,1,1,32,1,4,1,62,2
United Kingdom of Great Britain and Northern Ireland,Glenrothes,35,1,1,1,22,1,6,1,35,1
United Kingdom of Great Britain and Northern Ireland,Glossop,27,1,1,1,25,1,3,1,27,1
Namibia,Gobabis,19,1,0,1,18,1,0,1,19,1
India,Gobindapur,198,4,3,1,91,2,3,1,198,4
India,Gobindpur,175,4,1,1,51,2,1,1,175,4
Spain,Godella,33,1,1,1,33,1,1,1,28,1
India,Gohad,194,4,1,1,46,1,0,1,194,4
India,Gohana,500,6,1,1,47,1,1,1,500,6
Brazil,Goiatuba,37,1,1,1,3,1,3,1,37,1
Netherlands,Goirle,30,1,0,1,30,1,2,1,27,1
United States of America,Golden Glades,61,2,1,1,10,1,16,1,61,2
Poland,Goleniow,32,1,1,1,24,1,3,1,32,1
Iran (Islamic Republic of),Gonbad E Qabus,84,2,1,1,45,1,0,1,84,2
Russia,Gorodishche,33,1,1,1,33,1,1,1,21,1
Japan,Gotsu,44,1,1,1,44,1,0,1,15,1
Albania,Gramsh,68,2,1,1,39,1,1,1,68,2
United States of America,Granger,57,2,2,1,21,1,11,1,57,2
United States of America,Grants Pass,29,1,1,1,29,1,2,1,27,1
,Granville,30,1,1,1,30,1,3,1,25,1
Mexico,Guasave,35,1,1,1,22,1,1,1,35,1
Germany,Guben,37,1,1,1,21,1,4,1,37,1
Cameroon,Guider,76,2,3,1,8,1,1,1,76,2
China,Guilin,90,2,3,1,46,1,3,1,90,2
France,Guipavas,34,1,1,1,26,1,9,1,34,1
United States of America,Fort Walton Beach,65,2,1,1,30,1,1,1,65,2
France,Fosses,29,1,0,1,28,1,2,1,29,1
United States of America,Fountain Hills,37,1,1,1,27,1,8,1,37,1
United States of America,Fountain,72,2,1,1,29,1,3,1,72,2
Brazil,Francisco Morato,169,4,7,1,0,1,21,1,169,4
Germany,Freiberg,36,1,1,1,25,1,3,1,36,1
United States of America,Front Royal,46,1,1,1,37,1,2,1,46,1
Japan,Fuchu,71,2,1,1,71,2,3,1,49,1
Germany,Gaggenau,29,1,0,1,29,1,2,1,26,1
Israel,Gan Yavne,77,2,1,1,43,1,6,1,77,2
India,Gauribidanur,48,1,0,1,24,1,0,1,48,1
Spain,Gava,57,2,1,1,19,1,10,1,57,2
Italy,Gela,53,2,1,1,38,1,2,1,53,2
Netherlands,Gennep,30,1,0,1,25,1,3,1,30,1
Germany,Genthin,31,1,0,1,30,1,1,1,31,1
Guyana,Georgetown,27,1,0,1,19,1,0,1,27,1
Germany,Gera,30,1,0,1,28,1,2,1,30,1
India,Gevrai,120,3,1,1,30,1,0,1,120,3
United States of America,Lake Jackson,25,1,0,1,24,1,2,1,25,1
United States of America,Lakeside,57,2,2,1,22,1,14,1,57,2
Thailand,Lam Luk Ka,66,2,1,1,28,1,1,1,66,2
Philippines,Lamacan,70,2,1,1,21,1,0,1,70,2
Iran (Islamic Republic of),Lar,105,3,1,1,49,1,0,1,105,3
Brazil,Laranjeiras Do Sul,12,1,1,1,12,1,0,1,11,1
China,Lasa,25,1,0,1,25,1,0,1,12,1
India,Lasalgaon,129,3,0,1,30,1,0,1,129,3
Germany,Lauda Konigshofen,32,1,1,1,27,1,3,1,32,1
France,Le Port,42,1,1,1,28,1,0,1,42,1
Brazil,Lencois Paulista,34,1,1,1,13,1,1,1,34,1
Colombia,Lerida,60,2,2,1,8,1,4,1,60,2
Netherlands,Leusden,33,1,0,1,33,1,1,1,26,1
United Kingdom of Great Britain and Northern Ireland,Lewes,37,1,1,1,12,1,13,1,37,1
Philippines,Lianga,50,1,1,1,20,1,0,1,50,1
France,Libourne,46,1,1,1,26,1,2,1,46,1
Germany,Limbach Oberfrohna,31,1,0,1,28,1,1,1,31,1
Malaysia,Limbang,95,2,9,1,95,2,0,1,46,1
China,Lishan,192,4,4,1,192,4,6,1,124,3
Czechia,Litovel,49,1,1,1,24,1,2,1,49,1
Belgium,Lokeren,31,1,0,1,31,1,2,1,31,1
Belgium,Londerzeel,34,1,0,1,29,1,3,1,34,1
Netherlands,Loon Op Zand,32,1,0,1,27,1,3,1,32,1
Congo,Loubomo,100,3,1,1,16,1,0,1,100,3
Senegal,Louga,176,4,2,1,21,1,3,1,176,4
Poland,Lubin,35,1,1,1,20,1,3,1,35,1
Poland,Lublin,32,1,1,1,32,1,1,1,28,1
Indonesia,Lubuk Pakam,98,2,2,1,47,1,0,1,98,2
Philippines,Lucena,32,1,1,1,29,1,0,1,32,1
India,Lunavada,164,4,1,1,35,1,0,1,164,4
Ukraine,Lvov,61,2,1,1,29,1,1,1,61,2
Brazil,Macapa,16,1,1,1,12,1,0,1,16,1
Pakistan,Madeji,167,4,1,1,49,1,1,1,167,4
Lesotho,Mafeteng,117,3,4,1,14,1,7,1,117,3
United States of America,Magnolia,56,2,1,1,25,1,2,1,56,2
United Republic of Tanzania,Magomeni,50,1,0,1,23,1,0,1,50,1
India,Mahbubabad,119,3,1,1,35,1,0,1,119,3
India,Mahoba,180,4,1,1,45,1,0,1,180,4
India,Maihar,171,4,1,1,36,1,0,1,171,4
India,Mainpuri,434,6,1,1,53,2,1,1,362,6
United States of America,Maitland,53,2,1,1,18,1,14,1,53,2
Ukraine,Makiyivka,50,1,1,1,24,1,11,1,50,1
France,Malakoff,40,1,1,1,26,1,3,1,40,1
Philippines,Malandag,55,2,1,1,19,1,0,1,55,2
Benin,Malanville,34,1,1,1,18,1,1,1,34,1
Iran (Islamic Republic of),Malard,172,4,3,1,172,4,5,1,145,3
Italy,Malnate,69,2,1,1,22,1,6,1,69,2
Mongolia,Mandalgovi,38,1,0,1,38,1,0,1,34,1
India,Mangawan,184,4,1,1,39,1,1,1,184,4
Democratic Republic of the Congo,Manono,74,2,2,1,23,1,1,1,74,2
Venezuela (Bolivarian Republic of),Maracaibo,118,3,1,1,17,1,4,1,118,3
Italy,Marano Di Napoli,52,2,1,1,52,2,1,1,36,1
India,Gunnaur,500,6,1,1,73,2,1,1,500,6
Germany,Hagen,30,1,0,1,30,1,1,1,25,1
China,Haian,207,5,4,1,207,5,3,1,150,4
France,Halluin,35,1,0,1,28,1,2,1,35,1
Germany,Hamburg,34,1,0,1,28,1,2,1,34,1
United States of America,Hanahan,73,2,2,1,35,1,8,1,73,2
Japan,Hanamaki,38,1,1,1,38,1,0,1,20,1
India,Hangal,70,2,0,1,22,1,0,1,70,2
Bulgaria,Harmanli,40,1,1,1,40,1,1,1,24,1
Pakistan,Harunabad,500,6,1,1,43,1,0,1,443,6
Germany,Hattingen,28,1,0,1,27,1,2,1,28,1
United States of America,Hauppauge,52,2,1,1,27,1,12,1,52,2
United States of America,Hayward,70,2,2,1,20,1,20,1,70,2
Finland,Heinola,33,1,0,1,33,1,0,1,5,1
Japan,Hekinan,59,2,1,1,59,2,1,1,23,1
Germany,Hemsbach,30,1,0,1,30,1,1,1,24,1
China,Hengyang,169,4,4,1,169,4,3,1,150,4
Japan,Hirata,45,1,1,1,45,1,0,1,16,1
Japan,Hobara,44,1,1,1,44,1,0,1,22,1
United States of America,Hoboken,61,2,1,1,27,1,11,1,61,2
Somalia,Hobyo,58,2,0,1,21,1,0,1,58,2
Japan,Hofu,44,1,1,1,44,1,0,1,32,1
Solomon Islands,Honiara,18,1,0,1,18,1,0,1,6,1
India,Honnali,65,2,0,1,22,1,0,1,65,2
Paraguay,Horqueta,20,1,0,1,20,1,0,1,20,1
Armenia,Hrazdan,31,1,0,1,31,1,0,1,30,1
China,Hsinchu,138,3,3,1,138,3,2,1,112,3
Peru,Huaura,39,1,1,1,19,1,1,1,39,1
Zimbabwe,Hwange,44,1,0,1,17,1,0,1,44,1
Japan,Ichihara,74,2,1,1,74,2,1,1,35,1
India,Idukki,51,2,0,1,23,1,0,1,51,2
Nigeria,Ikom,125,3,5,1,16,1,2,1,125,3
India,Khed,95,2,0,1,22,1,0,1,95,2
India,Khetri,500,6,1,1,40,1,0,1,376,6
Russia,Khimki,40,1,1,1,30,1,8,1,40,1
India,Khopoli,108,3,0,1,23,1,0,1,108,3
Namibia,Khorixas,72,2,0,1,19,1,0,1,72,2
Ukraine,Khotyn,75,2,1,1,37,1,1,1,75,2
United Republic of Tanzania,Kibara,20,1,0,1,14,1,0,1,20,1
Turkey,Kilis,64,2,1,1,41,1,0,1,64,2
Ukraine,Kiliya,37,1,1,1,37,1,0,1,30,1
United States of America,Killeen,40,1,0,1,21,1,1,1,40,1
Russia,Kinel Cherkassy,35,1,1,1,35,1,0,1,15,1
,Kingston Upon Hull,33,1,1,1,17,1,8,1,33,1
Austria,Klosterneuburg,59,2,1,1,30,1,3,1,59,2
Croatia,Knin,48,1,1,1,48,1,0,1,35,1
Papua New Guinea,Kokopo,104,3,0,1,22,1,0,1,104,3
Russia,Kola,30,1,1,1,30,1,0,1,10,1
Czechia,Kolin,50,1,1,1,23,1,4,1,50,1
Poland,Kolo,32,1,1,1,32,1,1,1,29,1
Russia,Komsomolsk Na Amure,42,1,1,1,32,1,0,1,42,1
Poland,Konskie,46,1,1,1,21,1,4,1,46,1
Pakistan,Kot Radha Kishan,230,5,5,1,130,3,9,1,230,5
Russia,Kotelnikovo,39,1,1,1,39,1,0,1,20,1
India,Kottaiyur,72,2,1,1,28,1,2,1,72,2
Chad,Koumra,59,2,2,1,6,1,0,1,59,2
India,Koyilandi,69,2,0,1,26,1,0,1,69,2
Ukraine,Kozyatyn,78,2,1,1,38,1,0,1,78,2
Russia,Krasnovishersk,29,1,1,1,28,1,0,1,29,1
Russia,Krasnyy Yar,34,1,1,1,34,1,1,1,24,1
Germany,Kronach,36,1,1,1,26,1,2,1,36,1
Germany,Kronberg,30,1,0,1,30,1,1,1,27,1
Ukraine,Kryvyy Rih,52,2,1,1,36,1,1,1,52,2
India,Kudligi,74,2,0,1,24,1,0,1,74,2
Russia,Kulebaki,48,1,1,1,33,1,1,1,48,1
India,Kushalnagar,54,2,0,1,21,1,0,1,54,2
Japan,Kushiro,33,1,1,1,33,1,0,1,9,1
Myanmar,Kyaiklat,61,2,0,1,21,1,0,1,61,2
Mexico,La Barca,37,1,1,1,8,1,3,1,37,1
France,La Crau,60,2,1,1,30,1,6,1,60,2
Honduras,La Entrada,55,2,2,1,5,1,4,1,55,2
United States of America,La Presa,58,2,2,1,14,1,19,1,58,2
Brazil,Ladario,17,1,1,1,17,1,0,1,12,1
Brazil,Lagoa Da Canoa,34,1,0,1,15,1,2,1,34,1
Germany,Ilsede,41,1,0,1,28,1,2,1,41,1
Brazil,Imbituba,31,1,1,1,15,1,1,1,31,1
Brazil,Imbituva,24,1,1,1,8,1,0,1,24,1
Japan,Inagi,78,2,1,1,78,2,3,1,51,2
Spain,Inca,43,1,1,1,43,1,0,1,30,1
India,Indergarh,390,6,1,1,54,2,1,1,335,6
India,Indore,150,4,1,1,30,1,0,1,150,4
Nigeria,Inisa,159,4,6,1,16,1,5,1,159,4
United Kingdom of Great Britain and Northern Ireland,Inverurie,31,1,1,1,31,1,2,1,25,1
Japan,Ishigaki,116,3,2,1,116,3,0,1,64,2
Côte d'Ivoire,Issia,84,2,2,1,10,1,1,1,84,2
Brazil,Itabera,16,1,0,1,16,1,0,1,16,1
Brazil,Itaiba,28,1,0,1,14,1,1,1,28,1
Ukraine,Izyaslav,59,2,1,1,31,1,0,1,59,2
Ukraine,Izyum,51,2,1,1,34,1,1,1,51,2
Spain,Jaen,36,1,1,1,17,1,3,1,36,1
India,Jagtial,139,3,1,1,31,1,0,1,139,3
India,Jahangirpur,500,6,1,1,49,1,1,1,493,6
India,Jamadoba,174,4,1,1,59,2,1,1,174,4
India,Jandiala,156,4,5,1,124,3,10,1,156,4
China,Jijiang,162,4,10,1,79,2,25,1,162,4
Mexico,Jilotepec,95,2,2,1,9,1,9,1,95,2
India,Jintur,130,3,1,1,31,1,0,1,130,3
China,Jinxi,93,2,2,1,51,2,2,1,93,2
Poland,Jozefow,43,1,1,1,30,1,3,1,43,1
Germany,Juchen,34,1,1,1,23,1,3,1,34,1
United Republic of Tanzania,Kabanga,171,4,6,1,10,1,3,1,171,4
China,Kaitong,95,2,2,1,79,2,0,1,95,2
Finland,Kajaani,32,1,1,1,32,1,0,1,24,1
India,Kakrala,500,6,2,1,95,2,2,1,478,6
India,Kalavai,59,2,1,1,32,1,0,1,59,2
Russia,Kalyazin,24,1,1,1,24,1,0,1,19,1
Ukraine,Kalynivka,78,2,1,1,36,1,1,1,78,2
Cambodia,Kampot,59,2,1,1,27,1,0,1,59,2
Pakistan,Kamra,135,3,2,1,135,3,1,1,86,2
India,Kandhla,500,6,3,1,53,2,8,1,500,6
Finland,Kangasala,30,1,1,1,30,1,2,1,14,1
China,Kangshan,201,5,3,1,201,5,4,1,142,3
India,Karambakkudi,84,2,1,1,40,1,1,1,84,2
India,Kargil,23,1,1,1,21,1,0,1,23,1
India,Kartarpur,168,4,3,1,168,4,2,1,146,3
India,Katol,144,3,1,1,36,1,0,1,144,3
Russia,Kavkazskaya,38,1,1,1,37,1,1,1,38,1
Japan,Kawaguchi,75,2,1,1,75,2,1,1,34,1
United States of America,Kearns,54,2,1,1,6,1,14,1,54,2
Hungary,Kecskemet,65,2,1,1,27,1,2,1,65,2
Belgium,Keerbergen,39,1,1,1,23,1,5,1,39,1
Turkey,Kemalpasa,37,1,1,1,31,1,5,1,37,1
United States of America,Kerrville,36,1,0,1,20,1,1,1,36,1
United States of America,Kettering,53,2,1,1,31,1,6,1,53,2
India,Khammam,112,3,1,1,29,1,2,1,112,3
India,Khandwa,130,3,0,1,31,1,0,1,130,3
Italy,Marsciano,40,1,1,1,40,1,2,1,23,1
France,Marseille,59,2,1,1,37,1,6,1,59,2
United States of America,Mashpee,29,1,1,1,29,1,2,1,17,1
Uganda,Masindi,62,2,2,1,17,1,0,1,62,2
Malaysia,Masjid Tanah,79,2,2,1,36,1,0,1,79,2
Chad,Massakory,65,2,2,1,23,1,1,1,65,2
United Republic of Tanzania,Matai,19,1,0,1,19,1,0,1,19,1
Tunisia,Matir,57,2,1,1,57,2,1,1,53,2
Germany,Maxhutte Haidhof,44,1,1,1,35,1,2,1,44,1
Philippines,Medellin,78,2,1,1,31,1,0,1,78,2
Cuba,Media Luna,56,2,1,1,25,1,1,1,56,2
Senegal,Mekhe,171,4,2,1,20,1,3,1,171,4
Colombia,Melgar,121,3,4,1,7,1,8,1,121,3
Argentina,Mercedes,14,1,1,1,14,1,0,1,3,1
United States of America,Merriam,95,2,1,1,23,1,10,1,95,2
United States of America,Merrill,52,2,1,1,33,1,3,1,52,2
Hungary,Mezokovesd,67,2,1,1,36,1,2,1,67,2
Netherlands,Middelharnis,34,1,0,1,34,1,2,1,32,1
Turkey,Midyat,72,2,1,1,42,1,1,1,72,2
Brazil,Miguel Alves,47,1,1,1,7,1,1,1,47,1
Uruguay,Minas,22,1,0,1,19,1,0,1,22,1
Brazil,Miranorte,41,1,0,1,11,1,0,1,41,1
India,Misrikh,178,4,4,1,178,4,2,1,170,4
India,Moga,159,4,2,1,134,3,1,1,159,4
Italy,Mogliano Veneto,89,2,2,1,33,1,5,1,89,2
Indonesia,Mojoagung,155,4,3,1,91,2,2,1,155,4
Japan,Mombetsu,36,1,1,1,36,1,0,1,28,1
Philippines,Montalban,70,2,1,1,23,1,2,1,70,2
France,Montauban,32,1,1,1,32,1,2,1,32,1
France,Montigny Le Bretonneux,62,2,1,1,17,1,7,1,62,2
Hungary,Mor,61,2,1,1,39,1,1,1,61,2
Bangladesh,Morrelganj,142,3,3,1,48,1,2,1,142,3
Belgium,Mortsel,40,1,1,1,29,1,3,1,40,1
United States of America,Moscow,30,1,1,1,19,1,4,1,30,1
India,Mudhol,73,2,0,1,24,1,0,1,73,2
Italy,Muggio,104,3,1,1,34,1,6,1,104,3
Germany,Mulheim Karlich,51,2,1,1,23,1,4,1,51,2
Mexico,Muna,59,2,1,1,21,1,1,1,59,2
Poland,Myslowice,106,3,2,1,28,1,8,1,106,3
India,Nandurbar,140,3,0,1,29,1,0,1,140,3
India,Nangloi Jat,334,6,3,1,113,3,3,1,326,6
Mexico,Naranjos,92,2,2,1,34,1,1,1,92,2
India,Naravarikuppam,118,3,2,1,27,1,2,1,118,3
Italy,Nardo,54,2,1,1,54,2,2,1,18,1
Pakistan,Narowal,164,4,3,1,164,4,1,1,138,3
India,Nawa,195,4,1,1,36,1,0,1,195,4
India,Nazira,62,2,2,1,34,1,1,1,62,2
Romania,Nehoiu,52,2,1,1,40,1,0,1,52,2
Germany,Neustadt,33,1,0,1,33,1,0,1,32,1
United States of America,New Lenox,54,2,2,1,30,1,11,1,54,2
,New Waterford,20,1,1,1,18,1,9,1,20,1
United Kingdom of Great Britain and Northern Ireland,Newburn,31,1,0,1,31,1,2,1,21,1
United Kingdom of Great Britain and Northern Ireland,Newbury,50,1,1,1,22,1,7,1,50,1
Republic of Moldova,Nisporeni,53,2,1,1,36,1,1,1,53,2
Japan,Nisshin,44,1,1,1,44,1,1,1,16,1
Russia,Nizhniye Sergi,37,1,1,1,35,1,0,1,37,1
Germany,Nohfelden,54,2,1,1,30,1,3,1,54,2
India,Khargapur,197,4,1,1,42,1,0,1,197,4
India,Kharhial,161,4,1,1,32,1,1,1,161,4
India,Khategaon,157,4,1,1,36,1,0,1,157,4
India,Kheda,158,4,1,1,38,1,0,1,158,4
Thailand,Khiri Mat,81,2,0,1,23,1,0,1,81,2
Sudan,Kinanah,54,2,1,1,21,1,0,1,54,2
United States of America,Kingsgate,58,2,2,1,17,1,15,1,58,2
,Kingstown,163,4,0,1,25,1,0,1,163,4
India,Kinwat,151,4,1,1,33,1,0,1,151,4
India,Kishangarh,409,6,1,1,44,1,0,1,356,6
Hungary,Kiskunfelegyhaza,71,2,1,1,40,1,1,1,71,2
United States of America,Klamath Falls,40,1,1,1,7,1,6,1,40,1
India,Kodarma,186,4,2,1,108,3,1,1,186,4
Pakistan,Kohat,101,3,1,1,62,2,0,1,101,3
South Africa,Koppies,191,4,7,1,9,1,18,1,191,4
China,Korla,160,4,1,1,45,1,0,1,160,4
Russia,Kormilovka,38,1,1,1,38,1,0,1,15,1
Ukraine,Korostyshiv,89,2,1,1,39,1,0,1,89,2
Guinea,Kouroussa,56,2,1,1,13,1,0,1,56,2
Bulgaria,Kozloduj,51,2,1,1,35,1,2,1,51,2
United States of America,Littleton,74,2,1,1,8,1,13,1,74,2
Italy,Lizzano,48,1,1,1,48,1,3,1,36,1
Bolivia (Plurinational State of),Llallagua,12,1,0,1,12,1,0,1,11,1
United States of America,Lochearn,42,1,1,1,28,1,10,1,42,1
India,Lohardaga,185,4,1,1,55,2,0,1,185,4
Finland,Lohja,27,1,1,1,27,1,4,1,19,1
Myanmar,Loikaw,15,1,0,1,15,1,0,1,10,1
Italy,Lonate Pozzolo,82,2,1,1,42,1,2,1,82,2
Russia,Lopatinskiy,33,1,1,1,33,1,2,1,24,1
Chile,Lota,67,2,2,1,10,1,8,1,67,2
Angola,Lubango,40,1,1,1,14,1,0,1,40,1
Germany,Lubeck,33,1,0,1,33,1,1,1,32,1
Democratic Republic of the Congo,Luebo,90,2,4,1,20,1,0,1,90,2
India,Lumding,43,1,2,1,21,1,0,1,43,1
Belgium,Maasmechelen,44,1,1,1,24,1,4,1,44,1
Colombia,Magangue,35,1,1,1,15,1,1,1,35,1
India,Mahendragarh,500,6,1,1,42,1,0,1,435,6
India,Mahesana,170,4,0,1,33,1,0,1,170,4
Turkey,Malatya,55,2,1,1,29,1,0,1,55,2
Turkey,Malazgirt,47,1,1,1,36,1,0,1,47,1
Philippines,Manay,25,1,0,1,15,1,0,1,25,1
India,Mandvi,150,4,0,1,27,1,0,1,150,4
Philippines,Manibaug,65,2,1,1,22,1,1,1,65,2
India,Manohar Thana,168,4,1,1,42,1,0,1,168,4
Kingdom of Eswatini,Manzini,75,2,3,1,15,1,1,1,75,2
Ukraine,Krasnodon,37,1,1,1,37,1,0,1,13,1
Afghanistan,Kuhestan,151,4,1,1,41,1,0,1,151,4
India,Kunigal,50,1,0,1,21,1,0,1,50,1
Switzerland,Kusnacht,112,3,1,1,27,1,3,1,112,3
Peru,La Arena,49,1,0,1,23,1,0,1,49,1
Spain,La Carolina,34,1,1,1,17,1,3,1,34,1
Spain,La Garriga,49,1,1,1,30,1,5,1,49,1
Mexico,La Joya,109,3,3,1,5,1,9,1,109,3
Spain,La Llagosta,53,2,1,1,26,1,7,1,53,2
United States of America,Lady Lake,72,2,1,1,7,1,14,1,72,2
Malaysia,Lahad Datu,48,1,1,1,15,1,0,1,48,1
India,Lakhimpur,190,4,4,1,190,4,1,1,164,4
India,Lalgudi,54,2,0,1,27,1,0,1,54,2
Indonesia,Lamongan,167,4,3,1,123,3,1,1,167,4
Belgium,Lanaken,43,1,1,1,25,1,4,1,43,1
France,Lannion,41,1,1,1,26,1,4,1,41,1
Italy,Lanuvio,40,1,1,1,40,1,2,1,20,1
Mexico,Las Margaritas,61,2,1,1,8,1,4,1,61,2
Italy,Lastra A Signa,35,1,1,1,35,1,3,1,17,1
France,Le Blanc Mesnil,60,2,1,1,20,1,6,1,60,2
France,Le Tampon,62,2,1,1,26,1,1,1,62,2
Portugal,Leca Do Bailio,28,1,0,1,28,1,2,1,20,1
Belgium,Lede,42,1,1,1,28,1,4,1,42,1
Italy,Lentini,67,2,1,1,36,1,3,1,67,2
United States of America,Leominster,30,1,1,1,30,1,3,1,22,1
Mexico,Leon,50,1,1,1,14,1,3,1,50,1
Bulgaria,Levski,52,2,1,1,36,1,1,1,52,2
China,Liancheng,58,2,1,1,28,1,2,1,58,2
United States of America,Lighthouse Point,58,2,1,1,14,1,10,1,58,2
Malawi,Lilongwe,33,1,0,1,19,1,0,1,33,1
Pakistan,Kanganpur,175,4,2,1,145,3,1,1,175,4
Nigeria,Kano,138,3,4,1,25,1,4,1,138,3
India,Kapasan,162,4,1,1,38,1,0,1,162,4
Russia,Karabash,36,1,1,1,36,1,0,1,33,1
India,Karamadai,44,1,0,1,23,1,0,1,44,1
Indonesia,Karang Tengah,105,3,2,1,59,2,1,1,105,3
India,Karauli,213,5,1,1,43,1,0,1,213,5
India,Kareli,169,4,1,1,36,1,0,1,169,4
India,Karhal,265,5,2,1,91,2,1,1,265,5
United States of America,Kaukauna,49,1,1,1,31,1,6,1,49,1
India,Kayankulam,68,2,1,1,24,1,0,1,68,2
Uzbekistan,Kegayli,69,2,1,1,39,1,0,1,69,2
Indonesia,Kembaran,54,2,1,1,29,1,1,1,54,2
Finland,Kerava,23,1,1,1,23,1,6,1,18,1
Poland,Jawor,63,2,1,1,24,1,3,1,63,2
France,Joigny,31,1,1,1,31,1,1,1,21,1
Sweden,Jonkoping,34,1,0,1,33,1,0,1,34,1
Germany,Jork,34,1,0,1,34,1,1,1,31,1
Peru,Juanjui,46,1,1,1,2,1,0,1,46,1
Brazil,Juazeiro Do Norte,32,1,0,1,11,1,2,1,32,1
